Balls,BattingOrder,Country,Fours,MatchId,Minutes,Name,OutMethod,Runs,SR,Sixes
5,1,India,2,T20I no. 2729,7,Rohit Sharma,c Klaasen b Maharaj,9,180.00,0
59,2,India,6,T20I no. 2729,87,Virat Kohli,c Rabada b Jansen,76,128.81,2
2,3,India,0,T20I no. 2729,2,Rishabh Pant,c †de Kock b Maharaj,0,0.00,0
4,4,India,0,T20I no. 2729,9,Suryakumar Yadav,c Klaasen b Rabada,3,75.00,0
31,5,India,1,T20I no. 2729,38,Axar Patel,run out (†de Kock),47,151.61,4
16,6,India,3,T20I no. 2729,32,Shivam Dube,c Miller b Nortje,27,168.75,1
2,7,India,1,T20I no. 2729,7,Hardik Pandya,,5,250.00,0
2,8,India,0,T20I no. 2729,1,Ravindra Jadeja,c Maharaj b Nortje,2,100.00,0
5,1,South Africa,1,T20I no. 2729,6,Reeza Hendricks, b Bumrah,4,80.00,0
31,2,South Africa,4,T20I no. 2729,54,Quinton de Kock,c Kuldeep Yadav b Arshdeep Singh,39,125.80,1
5,3,South Africa,1,T20I no. 2729,4,Aiden Markram,c †Pant b Arshdeep Singh,4,80.00,0
21,4,South Africa,3,T20I no. 2729,24,Tristan Stubbs, b Patel,31,147.61,1
27,5,South Africa,2,T20I no. 2729,33,Heinrich Klaasen,c †Pant b Pandya,52,192.59,5
17,6,South Africa,1,T20I no. 2729,37,David Miller,c Yadav b Pandya,21,123.52,1
4,7,South Africa,0,T20I no. 2729,7,Marco Jansen, b Bumrah,2,50.00,0
7,8,South Africa,0,T20I no. 2729,18,Keshav Maharaj,,2,28.57,0
3,9,South Africa,1,T20I no. 2729,5,Kagiso Rabada,c Yadav b Pandya,4,133.33,0
1,10,South Africa,0,T20I no. 2729,1,Anrich Nortje,,1,100.00,0
16,1,Canada,5,T20I no. 2632,24,Aaron Johnson,c Kumar b Harmeet Singh,23,143.75,0
44,2,Canada,6,T20I no. 2632,62,Navneet Dhaliwal,c Jasdeep Singh b Anderson,61,138.63,3
7,3,Canada,0,T20I no. 2632,12,Pargat Singh,run out (Jasdeep Singh/†Patel),5,71.42,0
31,4,Canada,3,T20I no. 2632,43,Nicholas Kirton,c Anderson b Ali Khan,51,164.51,2
16,5,Canada,2,T20I no. 2632,29,Shreyas Movva,,32,200.00,2
5,6,Canada,1,T20I no. 2632,5,Dilpreet Bajwa,run out (Taylor/†Patel),11,220.00,1
1,7,Canada,0,T20I no. 2632,4,Dilon Heyliger,,1,100.00,0
2,1,United States of America,0,T20I no. 2632,2,Steven Taylor,lbw b Kaleem Sana,0,0.00,0
16,2,United States of America,2,T20I no. 2632,33,Monank Patel,c †Movva b Heyliger,16,100.00,0
46,3,United States of America,7,T20I no. 2632,76,Andries Gous,c Johnson b Dutta,65,141.30,3
40,4,United States of America,4,T20I no. 2632,56,Aaron Jones,,94,235.00,10
5,5,United States of America,0,T20I no. 2632,8,Corey Anderson,,3,60.00,0
5,1,Papua New Guinea,0,T20I no. 2633,7,Tony Ura,c †Pooran b Shepherd,2,40.00,0
22,2,Papua New Guinea,2,T20I no. 2633,26,Assad Vala,c Chase b Joseph,21,95.45,1
2,3,Papua New Guinea,0,T20I no. 2633,2,Lega Siaka, b Hosein,1,50.00,0
43,4,Papua New Guinea,6,T20I no. 2633,55,Sese Bau, b Joseph,50,116.27,1
6,5,Papua New Guinea,0,T20I no. 2633,10,Hiri Hiri,c Powell b Motie,2,33.33,0
14,6,Papua New Guinea,0,T20I no. 2633,22,Charles Amini,c †Pooran b Russell,12,85.71,0
18,7,Papua New Guinea,3,T20I no. 2633,23,Kiplin Doriga,,27,150.00,0
9,8,Papua New Guinea,1,T20I no. 2633,10,Chad Soper, b Russell,10,111.11,0
0,9,Papua New Guinea,0,T20I no. 2633,2,Alei Nao,run out (Joseph),0,-,0
2,10,Papua New Guinea,0,T20I no. 2633,3,Kabua Morea,,2,100.00,0
29,1,West Indies,7,T20I no. 2633,44,Brandon King,c Siaka b Vala,34,117.24,0
1,2,West Indies,0,T20I no. 2633,6,Johnson Charles,lbw b Nao,0,0.00,0
27,3,West Indies,1,T20I no. 2633,30,Nicholas Pooran,c Ura b Kariko,27,100.00,2
27,4,West Indies,4,T20I no. 2633,39,Roston Chase,,42,155.55,2
14,5,West Indies,2,T20I no. 2633,14,Rovman Powell,c †Doriga b Soper,15,107.14,0
7,6,West Indies,0,T20I no. 2633,6,Sherfane Rutherford,c †Doriga b Vala,2,28.57,0
9,7,West Indies,0,T20I no. 2633,11,Andre Russell,,15,166.66,1
1,1,Oman,0,T20I no. 2634,1,Kashyap Prajapati,lbw b Trumpelmann,0,0.00,0
6,2,Oman,1,T20I no. 2634,16,Naseem Khushi,c Erasmus b Trumpelmann,6,100.00,0
1,3,Oman,0,T20I no. 2634,2,Aqib Ilyas,lbw b Trumpelmann,0,0.00,0
20,4,Oman,4,T20I no. 2634,29,Zeeshan Maqsood,lbw b Scholtz,22,110.00,0
39,5,Oman,1,T20I no. 2634,56,Khalid Kail,c & b Wiese,34,87.17,1
21,6,Oman,0,T20I no. 2634,16,Ayaan Khan,c Frylinck b Erasmus,15,71.42,1
10,7,Oman,0,T20I no. 2634,10,Mohammad Nadeem,lbw b Erasmus,6,60.00,0
8,8,Oman,1,T20I no. 2634,12,Mehran Khan,lbw b Wiese,7,87.50,0
9,9,Oman,2,T20I no. 2634,13,Shakeel Ahmed,c Trumpelmann b Wiese,11,122.22,0
3,10,Oman,0,T20I no. 2634,4,Kaleemullah,lbw b Trumpelmann,2,66.66,0
1,11,Oman,0,T20I no. 2634,5,Bilal Khan,,1,100.00,0
2,1,Namibia,0,T20I no. 2634,1,Michael van Lingen, b Bilal Khan,0,0.00,0
31,2,Namibia,2,T20I no. 2634,35,Nikolaas Davin,c Mohammad Nadeem b Aqib Ilyas,24,77.41,1
48,3,Namibia,6,T20I no. 2634,77,Jan Frylinck, b Mehran Khan,45,93.75,0
16,4,Namibia,1,T20I no. 2634,19,Gerhard Erasmus,c Zeeshan Maqsood b Ayaan Khan,13,81.25,0
12,5,Namibia,1,T20I no. 2634,13,JJ Smit,c Ayaan Khan b Mehran Khan,8,66.66,0
8,6,Namibia,0,T20I no. 2634,15,David Wiese,,9,112.50,1
2,7,Namibia,0,T20I no. 2634,2,Zane Green,lbw b Mehran Khan,0,0.00,0
1,8,Namibia,0,T20I no. 2634,3,Malan Kruger,,1,100.00,0
8,1,Sri Lanka,0,T20I no. 2635,15,Pathum Nissanka,c Klaasen b Baartman,3,37.50,0
30,2,Sri Lanka,1,T20I no. 2635,46,Kusal Mendis,c Stubbs b Nortje,19,63.33,0
15,3,Sri Lanka,1,T20I no. 2635,19,Kamindu Mendis,c Hendricks b Nortje,11,73.33,0
2,4,Sri Lanka,0,T20I no. 2635,2,Wanindu Hasaranga,st †de Kock b Maharaj,0,0.00,0
1,5,Sri Lanka,0,T20I no. 2635,1,Sadeera Samarawickrama, b Maharaj,0,0.00,0
9,6,Sri Lanka,0,T20I no. 2635,11,Charith Asalanka,c Hendricks b Nortje,6,66.66,0
16,7,Sri Lanka,0,T20I no. 2635,24,Angelo Mathews,c Baartman b Nortje,16,100.00,2
10,8,Sri Lanka,0,T20I no. 2635,13,Dasun Shanaka, b Rabada,9,90.00,1
16,9,Sri Lanka,1,T20I no. 2635,20,Maheesh Theekshana,,7,43.75,0
4,10,Sri Lanka,0,T20I no. 2635,8,Matheesha Pathirana,c Markram b Rabada,0,0.00,0
4,11,Sri Lanka,0,T20I no. 2635,7,Nuwan Thushara,run out (Nortje/Jansen),0,0.00,0
27,1,South Africa,0,T20I no. 2635,54,Quinton de Kock,c & b Hasaranga,20,74.07,1
2,2,South Africa,1,T20I no. 2635,8,Reeza Hendricks,c PHKD Mendis b Thushara,4,200.00,0
14,3,South Africa,0,T20I no. 2635,14,Aiden Markram,c PHKD Mendis b Shanaka,12,85.71,1
28,4,South Africa,0,T20I no. 2635,39,Tristan Stubbs,c Asalanka b Hasaranga,13,46.42,0
22,5,South Africa,1,T20I no. 2635,22,Heinrich Klaasen,,19,86.36,1
6,6,South Africa,1,T20I no. 2635,13,David Miller,,6,100.00,0
45,1,Afghanistan,4,T20I no. 2636,70,Rahmanullah Gurbaz,c Riazat Ali Shah b Ramjani,76,168.88,4
46,2,Afghanistan,9,T20I no. 2636,66,Ibrahim Zadran, b Masaba,70,152.17,1
3,3,Afghanistan,0,T20I no. 2636,8,Najibullah Zadran,c Nakrani b Masaba,2,66.66,0
16,4,Afghanistan,0,T20I no. 2636,23,Mohammad Nabi,,14,87.50,0
5,5,Afghanistan,0,T20I no. 2636,6,Gulbadin Naib,c Masaba b Kyewuta,4,80.00,0
5,6,Afghanistan,0,T20I no. 2636,9,Azmatullah Omarzai,c Ramjani b Kyewuta,5,100.00,0
1,7,Afghanistan,0,T20I no. 2636,1,Rashid Khan,,2,200.00,0
2,1,Uganda,1,T20I no. 2636,1,Ronak Patel, b Fazalhaq Farooqi,4,200.00,0
4,2,Uganda,1,T20I no. 2636,9,Simon Ssesazi,c Fazalhaq Farooqi b Mujeeb Ur Rahman,4,100.00,0
1,3,Uganda,0,T20I no. 2636,1,Roger Mukasa,lbw b Fazalhaq Farooqi,0,0.00,0
34,4,Uganda,0,T20I no. 2636,56,Riazat Ali Shah, b Fazalhaq Farooqi,11,32.35,0
8,5,Uganda,1,T20I no. 2636,11,Dinesh Nakrani, b Naveen-ul-Haq,6,75.00,0
2,6,Uganda,0,T20I no. 2636,1,Alpesh Ramjani,c Gulbadin Naib b Naveen-ul-Haq,0,0.00,0
25,7,Uganda,0,T20I no. 2636,42,Robinson Obuya,c †Rahmanullah Gurbaz b Fazalhaq Farooqi,14,56.00,1
1,8,Uganda,0,T20I no. 2636,1,Brian Masaba,c †Rahmanullah Gurbaz b Fazalhaq Farooqi,0,0.00,0
16,9,Uganda,1,T20I no. 2636,18,Bilal Hassan,lbw b Rashid Khan,8,50.00,0
2,10,Uganda,0,T20I no. 2636,15,Cosmas Kyewuta,,2,100.00,0
1,11,Uganda,0,T20I no. 2636,1,Henry Ssenyondo, b Rashid Khan,0,0.00,0
31,1,Scotland,4,T20I no. 2637,46,George Munsey,,41,132.25,2
30,2,Scotland,4,T20I no. 2637,46,Michael Jones,,45,150.00,2
10,1,Nepal,1,T20I no. 2638,14,Kushal Bhurtel,lbw b van Beek,7,70.00,0
8,2,Nepal,1,T20I no. 2638,8,Aasif Sheikh,c Kingma b Pringle,4,50.00,0
12,3,Nepal,2,T20I no. 2638,29,Anil Sah,c van Beek b Pringle,11,91.66,0
37,4,Nepal,5,T20I no. 2638,59,Rohit Paudel,c O'Dowd b Pringle,35,94.59,0
9,5,Nepal,1,T20I no. 2638,8,Kushal Malla,c O'Dowd b van Meekeren,9,100.00,0
6,6,Nepal,0,T20I no. 2638,4,Dipendra Singh Airee,c van Beek b de Leede,1,16.66,0
5,7,Nepal,0,T20I no. 2638,10,Sompal Kami, b van Meekeren,0,0.00,0
15,8,Nepal,0,T20I no. 2638,28,Gulsan Jha, b van Beek,14,93.33,1
12,9,Nepal,0,T20I no. 2638,13,Karan KC,c Kingma b de Leede,17,141.66,2
1,10,Nepal,0,T20I no. 2638,3,Sagar Dhakal,,0,0.00,0
1,11,Nepal,0,T20I no. 2638,1,Abinash Bohara,c & b van Beek,0,0.00,0
3,1,Netherlands,0,T20I no. 2638,6,Michael Levitt,c Airee b Sompal Kami,1,33.33,0
48,2,Netherlands,4,T20I no. 2638,86,Max O'Dowd,,54,112.50,1
28,3,Netherlands,4,T20I no. 2638,32,Vikramjit Singh,lbw b Airee,22,78.57,0
16,4,Netherlands,1,T20I no. 2638,18,Sybrand Engelbrecht,run out (Sompal Kami),14,87.50,0
8,5,Netherlands,0,T20I no. 2638,11,Scott Edwards, b Bohara,5,62.50,0
10,6,Netherlands,1,T20I no. 2638,13,Bas de Leede,,11,110.00,0
10,1,Ireland,1,T20I no. 2639,-,Andy Balbirnie, b Arshdeep Singh,5,50.00,0
6,2,Ireland,0,T20I no. 2639,-,Paul Stirling,c †Pant b Arshdeep Singh,2,33.33,0
13,3,Ireland,2,T20I no. 2639,-,Lorcan Tucker, b Pandya,10,76.92,0
16,4,Ireland,0,T20I no. 2639,-,Harry Tector,c Kohli b Bumrah,4,25.00,0
8,5,Ireland,1,T20I no. 2639,-,Curtis Campher,c †Pant b Pandya,12,150.00,1
5,6,Ireland,0,T20I no. 2639,-,George Dockrell,c Bumrah b Mohammed Siraj,3,60.00,0
14,7,Ireland,2,T20I no. 2639,-,Gareth Delany,run out (Mohammed Siraj/†Pant),26,185.71,2
2,8,Ireland,0,T20I no. 2639,-,Mark Adair,c Dube b Pandya,3,150.00,0
6,9,Ireland,0,T20I no. 2639,-,Barry McCarthy,c & b Patel,0,0.00,0
13,10,Ireland,2,T20I no. 2639,-,Josh Little, b Bumrah,14,107.69,0
4,11,Ireland,0,T20I no. 2639,-,Ben White,,2,50.00,0
37,1,India,4,T20I no. 2639,48,Rohit Sharma,,52,140.54,3
5,2,India,0,T20I no. 2639,13,Virat Kohli,c White b Adair,1,20.00,0
26,3,India,3,T20I no. 2639,46,Rishabh Pant,,36,138.46,2
4,4,India,0,T20I no. 2639,9,Suryakumar Yadav,c Dockrell b White,2,50.00,0
2,5,India,0,T20I no. 2639,3,Shivam Dube,,0,0.00,0
2,1,Papua New Guinea,0,T20I no. 2640,2,Assad Vala,lbw b Ramjani,0,0.00,0
6,2,Papua New Guinea,0,T20I no. 2640,21,Tony Ura,c Mukasa b Kyewuta,2,33.33,0
9,3,Papua New Guinea,1,T20I no. 2640,11,Sese Bau,c Mukasa b Miyagi,5,55.55,0
17,4,Papua New Guinea,1,T20I no. 2640,19,Lega Siaka,run out (Kyewuta/†Ssesazi),12,70.58,0
19,5,Papua New Guinea,2,T20I no. 2640,32,Hiri Hiri,lbw b Nsubuga,15,78.94,0
14,6,Papua New Guinea,0,T20I no. 2640,10,Charles Amini, b Nsubuga,5,35.71,0
20,7,Papua New Guinea,0,T20I no. 2640,18,Kiplin Doriga,lbw b Ramjani,12,60.00,1
11,8,Papua New Guinea,0,T20I no. 2640,15,Chad Soper, b Masaba,4,36.36,0
10,9,Papua New Guinea,0,T20I no. 2640,17,Norman Vanua,c †Ssesazi b Kyewuta,5,50.00,0
6,10,Papua New Guinea,0,T20I no. 2640,10,Alei Nao, b Miyagi,5,83.33,0
2,11,Papua New Guinea,0,T20I no. 2640,2,John Kariko,,0,0.00,0
3,1,Uganda,0,T20I no. 2640,2,Roger Mukasa,lbw b Nao,0,0.00,0
3,2,Uganda,0,T20I no. 2640,13,Simon Ssesazi,lbw b Nao,1,33.33,0
2,3,Uganda,0,T20I no. 2640,4,Robinson Obuya,c Vala b Vanua,1,50.00,0
56,4,Uganda,1,T20I no. 2640,68,Riazat Ali Shah,c Kariko b Vanua,33,58.92,0
10,5,Uganda,1,T20I no. 2640,15,Alpesh Ramjani, b Soper,8,80.00,0
3,6,Uganda,0,T20I no. 2640,2,Dinesh Nakrani,c & b Vala,0,0.00,0
16,7,Uganda,0,T20I no. 2640,25,Juma Miyagi,run out (Vanua/Nao),13,81.25,0
16,8,Uganda,0,T20I no. 2640,19,Kenneth Waiswa,,7,43.75,0
1,9,Uganda,0,T20I no. 2640,3,Brian Masaba,,0,0.00,0
51,1,Australia,6,T20I no. 2641,91,David Warner,c Shoaib Khan b Kaleemullah,56,109.80,1
10,2,Australia,2,T20I no. 2641,13,Travis Head,c Khalid Kail b Bilal Khan,12,120.00,0
21,3,Australia,2,T20I no. 2641,25,Mitchell Marsh,c Shoaib Khan b Mehran Khan,14,66.66,0
1,4,Australia,0,T20I no. 2641,1,Glenn Maxwell,c Aqib Ilyas b Mehran Khan,0,0.00,0
36,5,Australia,2,T20I no. 2641,55,Marcus Stoinis,,67,186.11,6
4,6,Australia,2,T20I no. 2641,5,Tim David,run out (Ayaan Khan/†Athavale),9,225.00,0
16,1,Oman,1,T20I no. 2641,27,Kashyap Prajapati,lbw b Ellis,7,43.75,0
1,2,Oman,0,T20I no. 2641,3,Pratik Athavale,lbw b Starc,0,0.00,0
18,3,Oman,2,T20I no. 2641,29,Aqib Ilyas,c †Wade b Stoinis,18,100.00,1
7,4,Oman,0,T20I no. 2641,12,Zeeshan Maqsood,c †Wade b Stoinis,1,14.28,0
12,5,Oman,1,T20I no. 2641,24,Khalid Kail,c Maxwell b Starc,8,66.66,0
30,6,Oman,2,T20I no. 2641,42,Ayaan Khan,c Hazlewood b Zampa,36,120.00,2
4,7,Oman,0,T20I no. 2641,7,Shoaib Khan, b Zampa,0,0.00,0
16,8,Oman,1,T20I no. 2641,34,Mehran Khan,c David b Stoinis,27,168.75,2
10,9,Oman,1,T20I no. 2641,21,Shakeel Ahmed,c Warner b Ellis,11,110.00,0
4,10,Oman,0,T20I no. 2641,6,Kaleemullah,,6,150.00,0
2,11,Oman,0,T20I no. 2641,2,Bilal Khan,,1,50.00,0
8,1,Pakistan,0,T20I no. 2642,5,Mohammad Rizwan,c Taylor b Netravalkar,9,112.50,1
43,2,Pakistan,3,T20I no. 2642,76,Babar Azam,lbw b Jasdeep Singh,44,102.32,2
3,3,Pakistan,0,T20I no. 2642,5,Usman Khan,c Kumar b Kenjige,3,100.00,0
7,4,Pakistan,0,T20I no. 2642,11,Fakhar Zaman,c Taylor b Ali Khan,11,157.14,1
25,5,Pakistan,1,T20I no. 2642,35,Shadab Khan,c Netravalkar b Kenjige,40,160.00,3
1,6,Pakistan,0,T20I no. 2642,2,Azam Khan,lbw b Kenjige,0,0.00,0
14,7,Pakistan,3,T20I no. 2642,27,Iftikhar Ahmed,lbw b Netravalkar,18,128.57,0
16,8,Pakistan,1,T20I no. 2642,25,Shaheen Shah Afridi,,23,143.75,2
3,9,Pakistan,0,T20I no. 2642,11,Haris Rauf,,3,100.00,0
16,1,United States of America,1,T20I no. 2642,-,Steven Taylor,c Mohammad Rizwan b Naseem Shah,12,75.00,0
38,2,United States of America,7,T20I no. 2642,-,Monank Patel,c Mohammad Rizwan b Mohammad Amir,50,131.57,1
26,3,United States of America,5,T20I no. 2642,-,Andries Gous, b Haris Rauf,35,134.61,1
26,4,United States of America,2,T20I no. 2642,-,Aaron Jones,,36,138.46,2
14,5,United States of America,1,T20I no. 2642,-,Nitish Kumar,,14,100.00,0
3,1,Namibia,0,T20I no. 2643,2,JP Kotze,c McMullen b Wheal,0,0.00,0
12,2,Namibia,4,T20I no. 2643,24,Nikolaas Davin,c Currie b Sole,20,166.66,0
14,3,Namibia,2,T20I no. 2643,13,Jan Frylinck, b Currie,12,85.71,0
31,4,Namibia,5,T20I no. 2643,44,Gerhard Erasmus,st †Cross b Leask,52,167.74,2
8,5,Namibia,0,T20I no. 2643,13,Malan Kruger,c Jones b Greaves,2,25.00,0
27,6,Namibia,1,T20I no. 2643,39,Zane Green,c Jones b Wheal,28,103.70,1
13,7,Namibia,0,T20I no. 2643,14,David Wiese,c Watt b Wheal,14,107.69,1
2,8,Namibia,0,T20I no. 2643,5,Ruben Trumpelmann,c Wheal b Currie,1,50.00,0
8,9,Namibia,0,T20I no. 2643,9,JJ Smit,run out (Jones/Wheal),11,137.50,1
4,10,Namibia,0,T20I no. 2643,9,Bernard Scholtz,,6,150.00,0
0,11,Namibia,0,T20I no. 2643,3,Tangeni Lungameni,,0,-,0
15,1,Scotland,0,T20I no. 2643,21,George Munsey,c Wiese b Lungameni,7,46.66,0
20,2,Scotland,3,T20I no. 2643,38,Michael Jones,c †Green b Erasmus,26,130.00,1
17,3,Scotland,2,T20I no. 2643,25,Brandon McMullen,st †Green b Erasmus,19,111.76,0
35,4,Scotland,2,T20I no. 2643,48,Richie Berrington,,47,134.28,2
5,5,Scotland,0,T20I no. 2643,4,Matthew Cross,lbw b Scholtz,3,60.00,0
17,6,Scotland,0,T20I no. 2643,29,Michael Leask,c Wiese b Trumpelmann,35,205.88,4
3,7,Scotland,0,T20I no. 2643,4,Chris Greaves,,4,133.33,0
13,1,Canada,3,T20I no. 2644,23,Aaron Johnson,c Campher b Young,14,107.69,0
10,2,Canada,1,T20I no. 2644,10,Navneet Dhaliwal,c Dockrell b Adair,6,60.00,0
14,3,Canada,2,T20I no. 2644,21,Pargat Singh,c Little b Young,18,128.57,0
9,4,Canada,1,T20I no. 2644,15,Dilpreet Bajwa,c & b Delany,7,77.77,0
35,5,Canada,3,T20I no. 2644,56,Nicholas Kirton,c Balbirnie b McCarthy,49,140.00,2
36,6,Canada,3,T20I no. 2644,56,Shreyas Movva,run out (McCarthy/†Tucker),37,102.77,0
2,7,Canada,0,T20I no. 2644,1,Dilon Heyliger,c Little b McCarthy,0,0.00,0
1,8,Canada,0,T20I no. 2644,4,Saad Bin Zafar,,1,100.00,0
19,1,Ireland,1,T20I no. 2644,29,Andy Balbirnie,c & b Junaid Siddiqui,17,89.47,0
17,2,Ireland,1,T20I no. 2644,25,Paul Stirling,c †Movva b Gordon,9,52.94,0
15,3,Ireland,0,T20I no. 2644,21,Lorcan Tucker,run out (Kirton/Saad Bin Zafar),10,66.66,0
5,4,Ireland,0,T20I no. 2644,6,Harry Tector, b Saad Bin Zafar,7,140.00,0
